"FORUM_BBS_NO","FORUM_CATEGORY_CODE","RGST_DATE","RGST_USER_NO","RGST_USER_ID","UPDT_DATE","UPDT_USER_NO","UPDT_USER_ID","DEL_YN"
133,TRNC_QLITY,2023-12-01 09:16:44.630,"07003472",kjh22,2023-12-01 10:50:58.440,"07003472",kjh22,N
133,TRNC_RND,2023-12-01 09:16:44.630,"07003472",kjh22,2023-12-01 10:50:58.430,"07003472",kjh22,N
133,TRNC_TECH,2023-12-01 09:16:44.630,"07003472",kjh22,2023-12-01 10:50:58.433,"07003472",kjh22,N
134,TRNC_RND,2023-12-04 18:09:52.180,"00226879",hyerinyoon,2023-12-04 18:09:52.180,"00226879",hyerinyoon,N
135,TRNC_RND,2023-12-19 09:43:29.690,"00219207",namhun,2023-12-19 09:43:29.690,"00219207",namhun,N
136,TRNC_RND,2023-12-19 11:29:41.773,"00219207",namhun,2023-12-19 11:29:41.773,"00219207",namhun,N
137,TRNC_RND,2023-12-19 15:21:40.800,"07002355",jhg_lg,2023-12-19 15:21:40.800,"07002355",jhg_lg,N
138,TRNC_RND,2023-12-19 18:32:42.793,"07003489",namu_jae66,2023-12-19 18:32:42.793,"07003489",namu_jae66,N
139,TRNC_RND,2023-12-20 09:55:04.573,"00214513",shankim,2023-12-20 09:55:04.573,"00214513",shankim,N
140,TRNC_RND,2023-12-20 15:00:58.953,"07000545",minquo,2023-12-20 15:00:58.953,"07000545",minquo,N
141,TRNC_RND,2023-12-20 18:19:52.773,"07003537",melily,2023-12-20 18:19:52.773,"07003537",melily,N
142,TRNC_NFF,2023-12-21 14:32:31.743,"07005290",minn.soo,2023-12-21 14:32:31.743,"07005290",minn.soo,N
142,TRNC_PROD,2023-12-21 14:32:31.743,"07005290",minn.soo,2023-12-21 14:32:31.743,"07005290",minn.soo,N
142,TRNC_RND,2023-12-21 14:32:31.743,"07005290",minn.soo,2023-12-21 14:32:31.743,"07005290",minn.soo,N
142,TRNC_TECH,2023-12-21 14:32:31.743,"07005290",minn.soo,2023-12-21 14:32:31.743,"07005290",minn.soo,N
143,TRNC_RND,2023-12-22 16:40:12.677,"00231074",jason.yeo,2023-12-22 16:42:13.707,"00231074",jason.yeo,N
144,TRNC_RND,2023-12-22 16:46:22.237,"07004686",imgarden,2023-12-22 16:46:22.237,"07004686",imgarden,N
145,TRNC_RND,2023-12-22 18:01:04.103,"00215420",jinhyeokwon,2023-12-22 18:01:04.103,"00215420",jinhyeokwon,N
146,TRNC_RND,2023-12-26 09:39:06.033,"07002477",yejee0831,2023-12-26 09:39:06.033,"07002477",yejee0831,N
